order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FAP411501201,10-04-2022,789501,25891201,303,11-04-2022,10-04-2022,242,0,1,0
FAP412903301,10-04-2022,789903,25891201,259,12-04-2022,12-04-2022,246,0,1,0
FAP411702602,10-04-2022,789702,25891201,354,11-04-2022,11-04-2022,319,0,1,0
FAP412702201,10-04-2022,789702,25891201,307,12-04-2022,13-04-2022,292,0,0,0
FAP413702201,10-04-2022,789702,25891201,325,13-04-2022,13-04-2022,309,0,1,0
FAP411203201,10-04-2022,789203,25891201,177,11-04-2022,11-04-2022,177,1,1,1
FAP413203502,10-04-2022,789203,25891201,205,13-04-2022,13-04-2022,185,0,1,0
FAP413622403,10-04-2022,789622,25891201,299,13-04-2022,13-04-2022,269,0,1,0
FAP411101501,10-04-2022,789101,25891201,231,11-04-2022,11-04-2022,231,1,1,1
FAP411501503,10-04-2022,789501,25891501,248,11-04-2022,11-04-2022,223,0,1,0
FAP411721501,10-04-2022,789721,25891501,219,11-04-2022,11-04-2022,219,1,1,1
FAP413321501,10-04-2022,789321,25891501,199,13-04-2022,13-04-2022,199,1,1,1
FAP413902501,10-04-2022,789902,25891501,192,13-04-2022,14-04-2022,182,0,0,0
FAP412702501,10-04-2022,789702,25891501,170,12-04-2022,12-04-2022,170,1,1,1
FAP412401502,10-04-2022,789401,25891501,109,12-04-2022,12-04-2022,98,0,1,0
FAP412201501,10-04-2022,789201,25891501,165,12-04-2022,12-04-2022,165,1,1,1
FAP412420501,10-04-2022,789420,25891501,217,12-04-2022,13-04-2022,206,0,0,0
FAP411320502,10-04-2022,789320,25891501,250,11-04-2022,11-04-2022,225,0,1,0
FAP413320501,10-04-2022,789320,25891501,156,13-04-2022,13-04-2022,156,1,1,1
FAP411122501,10-04-2022,789122,25891501,194,11-04-2022,11-04-2022,175,0,1,0
FAP411101501,10-04-2022,789101,25891501,209,11-04-2022,11-04-2022,209,1,1,1
FAP413103502,10-04-2022,789103,25891501,183,13-04-2022,13-04-2022,183,1,1,1
FAP411303603,10-04-2022,789303,25891501,168,11-04-2022,11-04-2022,168,1,1,1
FAP411102602,10-04-2022,789102,25891501,102,11-04-2022,11-04-2022,102,1,1,1
FAP413102603,10-04-2022,789102,25891501,142,13-04-2022,13-04-2022,142,1,1,1
FAP412521501,10-04-2022,789521,25891501,214,12-04-2022,15-04-2022,214,1,0,0
FAP411421501,10-04-2022,789421,25891501,159,11-04-2022,13-04-2022,151,0,0,0
FAP411303603,10-04-2022,789303,25891602,152,11-04-2022,11-04-2022,137,0,1,0
FAP413303602,10-04-2022,789303,25891602,110,13-04-2022,14-04-2022,110,1,0,0
FAP411702602,10-04-2022,789702,25891602,140,11-04-2022,11-04-2022,140,1,1,1
FAP411102602,10-04-2022,789102,25891602,101,11-04-2022,11-04-2022,101,1,1,1
FAP413102602,10-04-2022,789102,25891602,173,13-04-2022,16-04-2022,173,1,0,0
FAP413621602,10-04-2022,789621,25891602,155,13-04-2022,15-04-2022,155,1,0,0
FAP412521603,10-04-2022,789521,25891602,60,12-04-2022,14-04-2022,57,0,0,0
FAP412703602,10-04-2022,789703,25891602,156,12-04-2022,12-04-2022,156,1,1,1
FAP411402602,10-04-2022,789402,25891602,61,11-04-2022,11-04-2022,61,1,1,1
FAP412402602,10-04-2022,789402,25891602,195,12-04-2022,12-04-2022,195,1,1,1
FAP413402602,10-04-2022,789402,25891602,148,13-04-2022,13-04-2022,148,1,1,1
FAP413221602,10-04-2022,789221,25891602,124,13-04-2022,13-04-2022,112,0,1,0
FAP411601602,10-04-2022,789601,25891602,109,11-04-2022,11-04-2022,98,0,1,0
FAP412320602,10-04-2022,789320,25891602,189,12-04-2022,12-04-2022,189,1,1,1
FAP412522602,10-04-2022,789522,25891602,158,12-04-2022,14-04-2022,158,1,0,0
FAP413902603,10-04-2022,789902,25891602,112,13-04-2022,13-04-2022,112,1,1,1
FAP411220602,10-04-2022,789220,25891602,64,11-04-2022,11-04-2022,61,0,1,0
FAP411101602,10-04-2022,789101,25891602,123,11-04-2022,10-04-2022,123,1,1,1
FAP412603203,10-04-2022,789603,25891203,109,12-04-2022,14-04-2022,109,1,0,0
FAP413501602,10-04-2022,789501,25891602,164,13-04-2022,13-04-2022,164,1,1,1
FAP413403602,10-04-2022,789403,25891602,159,13-04-2022,13-04-2022,159,1,1,1
FAP413220203,10-04-2022,789220,25891101,443,13-04-2022,14-04-2022,443,1,0,0
FAP412303302,10-04-2022,789303,25891101,327,12-04-2022,12-04-2022,327,1,1,1
FAP411321401,10-04-2022,789321,25891101,340,11-04-2022,11-04-2022,340,1,1,1
FAP412321403,10-04-2022,789321,25891101,388,12-04-2022,12-04-2022,310,0,1,0
FAP413902603,10-04-2022,789902,25891101,330,13-04-2022,13-04-2022,314,0,1,0
FAP413721401,10-04-2022,789721,25891101,488,13-04-2022,13-04-2022,464,0,1,0
FAP411122101,10-04-2022,789122,25891101,357,11-04-2022,12-04-2022,357,1,0,0
FAP412421203,10-04-2022,789421,25891101,422,12-04-2022,14-04-2022,401,0,0,0
FAP413202401,10-04-2022,789202,25891101,434,13-04-2022,13-04-2022,391,0,1,0
FAP411403301,10-04-2022,789403,25891101,451,11-04-2022,11-04-2022,451,1,1,1
FAP413403101,10-04-2022,789403,25891101,381,13-04-2022,14-04-2022,381,1,0,0
FAP412401502,10-04-2022,789401,25891101,472,12-04-2022,12-04-2022,472,1,1,1
FAP413401101,10-04-2022,789401,25891101,467,13-04-2022,13-04-2022,467,1,1,1
FAP411102602,10-04-2022,789102,25891101,366,11-04-2022,11-04-2022,366,1,1,1
FAP413520603,10-04-2022,789520,25891101,464,13-04-2022,13-04-2022,418,0,1,0
FAP412402602,10-04-2022,789402,25891101,463,12-04-2022,12-04-2022,463,1,1,1
FAP412902401,10-04-2022,789902,25891401,412,12-04-2022,12-04-2022,412,1,1,1
FAP412402401,10-04-2022,789402,25891401,339,12-04-2022,11-04-2022,305,0,1,0
FAP412622603,10-04-2022,789622,25891401,364,12-04-2022,12-04-2022,364,1,1,1
FAP411121401,10-04-2022,789121,25891401,290,11-04-2022,14-04-2022,290,1,0,0
FAP411501503,10-04-2022,789501,25891401,332,11-04-2022,11-04-2022,332,1,1,1
FAP413202401,10-04-2022,789202,25891401,211,13-04-2022,13-04-2022,211,1,1,1
FAP412702501,10-04-2022,789702,25891401,353,12-04-2022,12-04-2022,353,1,1,1
FAP413703503,10-04-2022,789703,25891401,266,13-04-2022,13-04-2022,266,1,1,1
FAP413721401,10-04-2022,789721,25891401,216,13-04-2022,13-04-2022,216,1,1,1
FAP411122401,10-04-2022,789122,25891401,450,11-04-2022,13-04-2022,450,1,0,0
FAP411601602,10-04-2022,789601,25891401,223,11-04-2022,11-04-2022,178,0,1,0
FAP411201401,10-04-2022,789201,25891401,253,11-04-2022,11-04-2022,228,0,1,0
FAP413201603,10-04-2022,789201,25891401,257,13-04-2022,13-04-2022,244,0,1,0
FAP413420401,10-04-2022,789420,25891401,251,13-04-2022,16-04-2022,251,1,0,0
FAP411220602,10-04-2022,789220,25891401,434,11-04-2022,11-04-2022,434,1,1,1
FAP411321401,10-04-2022,789321,25891401,449,11-04-2022,11-04-2022,449,1,1,1
FAP412321403,10-04-2022,789321,25891401,247,12-04-2022,12-04-2022,247,1,1,1
FAP412102603,10-04-2022,789102,25891603,63,12-04-2022,12-04-2022,63,1,1,1
FAP413102603,10-04-2022,789102,25891603,183,13-04-2022,13-04-2022,183,1,1,1
FAP413520603,10-04-2022,789520,25891603,53,13-04-2022,13-04-2022,53,1,1,1
FAP412720603,10-04-2022,789720,25891603,151,12-04-2022,11-04-2022,136,0,1,0
FAP411121603,10-04-2022,789121,25891603,76,11-04-2022,11-04-2022,76,1,1,1
FAP413522603,10-04-2022,789522,25891603,138,13-04-2022,14-04-2022,131,0,0,0
FAP412521603,10-04-2022,789521,25891603,169,12-04-2022,14-04-2022,161,0,0,0
FAP412622603,10-04-2022,789622,25891603,69,12-04-2022,12-04-2022,69,1,1,1
FAP413902603,10-04-2022,789902,25891603,60,13-04-2022,13-04-2022,54,0,1,0
FAP412703603,10-04-2022,789703,25891603,123,12-04-2022,14-04-2022,123,1,0,0
FAP411303603,10-04-2022,789303,25891603,102,11-04-2022,11-04-2022,102,1,1,1
FAP412203603,10-04-2022,789203,25891603,155,12-04-2022,12-04-2022,147,0,1,0
FAP411103603,10-04-2022,789103,25891603,105,11-04-2022,12-04-2022,95,0,0,0
FAP413201603,10-04-2022,789201,25891603,200,13-04-2022,13-04-2022,200,1,1,1
FAP411621603,10-04-2022,789621,25891603,145,11-04-2022,13-04-2022,145,1,0,0
FAP413621603,10-04-2022,789621,25891603,59,13-04-2022,13-04-2022,47,0,1,0
FAP411102602,10-04-2022,789102,25891202,196,11-04-2022,11-04-2022,176,0,1,0
FAP413102202,10-04-2022,789102,25891202,257,13-04-2022,15-04-2022,257,1,0,0
FAP412402602,10-04-2022,789402,25891202,434,12-04-2022,12-04-2022,434,1,1,1
FAP413622403,10-04-2022,789622,25891202,436,13-04-2022,13-04-2022,414,0,1,0
FAP412902401,10-04-2022,789902,25891202,277,12-04-2022,12-04-2022,277,1,1,1
FAP413902202,10-04-2022,789902,25891202,444,13-04-2022,12-04-2022,400,0,1,0
FAP411320202,10-04-2022,789320,25891202,386,11-04-2022,13-04-2022,386,1,0,0
FAP413320202,10-04-2022,789320,25891202,392,13-04-2022,15-04-2022,392,1,0,0
FAP411420301,10-04-2022,789420,25891202,181,11-04-2022,12-04-2022,181,1,0,0
FAP413301402,10-04-2022,789301,25891202,278,13-04-2022,13-04-2022,264,0,1,0
FAP411703202,10-04-2022,789703,25891202,155,11-04-2022,10-04-2022,124,0,1,0
FAP411103601,10-04-2022,789103,25891202,249,11-04-2022,11-04-2022,249,1,1,1
FAP411422302,10-04-2022,789422,25891202,302,11-04-2022,14-04-2022,242,0,0,0
FAP412303302,10-04-2022,789303,25891202,219,12-04-2022,12-04-2022,219,1,1,1
FAP413503402,10-04-2022,789503,25891202,487,13-04-2022,13-04-2022,487,1,1,1
FAP412201202,10-04-2022,789201,25891202,264,12-04-2022,14-04-2022,264,1,0,0
FAP412521501,10-04-2022,789521,25891202,411,12-04-2022,15-04-2022,411,1,0,0
FAP412621403,10-04-2022,789621,25891202,193,12-04-2022,12-04-2022,193,1,1,1
FAP411321202,10-04-2022,789321,25891202,117,11-04-2022,10-04-2022,117,1,1,1
FAP413203502,10-04-2022,789203,25891202,408,13-04-2022,13-04-2022,408,1,1,1
FAP413121601,10-04-2022,789121,25891202,116,13-04-2022,16-04-2022,116,1,0,0
FAP412321403,10-04-2022,789321,25891303,85,12-04-2022,12-04-2022,85,1,1,1
FAP411102602,10-04-2022,789102,25891303,57,11-04-2022,11-04-2022,57,1,1,1
FAP411401303,10-04-2022,789401,25891303,20,11-04-2022,11-04-2022,20,1,1,1
FAP413420303,10-04-2022,789420,25891303,85,13-04-2022,13-04-2022,85,1,1,1
FAP411421303,10-04-2022,789421,25891303,95,11-04-2022,11-04-2022,95,1,1,1
FAP412421303,10-04-2022,789421,25891303,44,12-04-2022,15-04-2022,42,0,0,0
FAP413622303,10-04-2022,789622,25891303,22,13-04-2022,14-04-2022,22,1,0,0
FAP411702602,10-04-2022,789702,25891303,23,11-04-2022,11-04-2022,22,0,1,0
FAP411503601,10-04-2022,789503,25891303,54,11-04-2022,11-04-2022,54,1,1,1
FAP411902303,10-04-2022,789902,25891303,52,11-04-2022,11-04-2022,52,1,1,1
FAP412902401,10-04-2022,789902,25891303,62,12-04-2022,12-04-2022,59,0,1,0
FAP413902603,10-04-2022,789902,25891303,78,13-04-2022,13-04-2022,78,1,1,1
FAP413121303,10-04-2022,789121,25891303,53,13-04-2022,14-04-2022,53,1,0,0
FAP413402303,10-04-2022,789402,25891303,33,13-04-2022,14-04-2022,33,1,0,0
FAP412903303,10-04-2022,789903,25891303,23,12-04-2022,14-04-2022,21,0,0,0
FAP412621403,10-04-2022,789621,25891303,54,12-04-2022,12-04-2022,54,1,1,1
FAP414101602,11-04-2022,789101,25891502,199,14-04-2022,14-04-2022,199,1,1,1
FAP414103502,11-04-2022,789103,25891203,417,14-04-2022,14-04-2022,417,1,1,1
FAP412320503,11-04-2022,789320,25891203,169,12-04-2022,13-04-2022,161,0,0,0
FAP414521203,11-04-2022,789521,25891203,466,14-04-2022,17-04-2022,419,0,0,0
FAP414721601,11-04-2022,789721,25891203,496,14-04-2022,14-04-2022,471,0,1,0
FAP412403603,11-04-2022,789403,25891203,264,12-04-2022,12-04-2022,251,0,1,0
FAP414403603,11-04-2022,789403,25891203,267,14-04-2022,14-04-2022,267,1,1,1
FAP414221203,11-04-2022,789221,25891203,493,14-04-2022,15-04-2022,493,1,0,0
FAP414201203,11-04-2022,789201,25891203,422,14-04-2022,16-04-2022,422,1,0,0
FAP413321302,11-04-2022,789321,25891203,371,13-04-2022,13-04-2022,371,1,1,1
FAP414501203,11-04-2022,789501,25891203,120,14-04-2022,14-04-2022,120,1,1,1
FAP414903203,11-04-2022,789903,25891203,123,14-04-2022,13-04-2022,123,1,1,1
FAP414421203,11-04-2022,789421,25891203,179,14-04-2022,13-04-2022,179,1,1,1
FAP414402601,11-04-2022,789402,25891203,277,14-04-2022,14-04-2022,249,0,1,0
FAP413702602,11-04-2022,789702,25891302,60,13-04-2022,14-04-2022,48,0,0,0
FAP413603503,11-04-2022,789603,25891302,81,13-04-2022,13-04-2022,65,0,1,0
FAP414621302,11-04-2022,789621,25891302,72,14-04-2022,15-04-2022,58,0,0,0
FAP413321302,11-04-2022,789321,25891302,90,13-04-2022,13-04-2022,90,1,1,1
FAP414420403,11-04-2022,789420,25891302,93,14-04-2022,16-04-2022,93,1,0,0
FAP412220602,11-04-2022,789220,25891302,31,12-04-2022,12-04-2022,31,1,1,1
FAP412122302,11-04-2022,789122,25891302,51,12-04-2022,15-04-2022,46,0,0,0
FAP414122302,11-04-2022,789122,25891302,48,14-04-2022,16-04-2022,43,0,0,0
FAP413902502,11-04-2022,789902,25891302,97,13-04-2022,13-04-2022,97,1,1,1
FAP412103602,11-04-2022,789103,25891302,77,12-04-2022,12-04-2022,62,0,1,0
FAP413720302,11-04-2022,789720,25891302,61,13-04-2022,13-04-2022,61,1,1,1
FAP414703501,11-04-2022,789703,25891302,71,14-04-2022,13-04-2022,71,1,1,1
FAP414203601,11-04-2022,789203,25891302,75,14-04-2022,14-04-2022,75,1,1,1
FAP412903603,11-04-2022,789903,25891302,45,12-04-2022,12-04-2022,43,0,1,0
FAP414301601,11-04-2022,789301,25891302,67,14-04-2022,14-04-2022,60,0,1,0
FAP412721603,11-04-2022,789721,25891301,56,12-04-2022,12-04-2022,56,1,1,1
FAP412102403,11-04-2022,789102,25891301,74,12-04-2022,12-04-2022,74,1,1,1
FAP414102301,11-04-2022,789102,25891301,58,14-04-2022,17-04-2022,58,1,0,0
FAP412421301,11-04-2022,789421,25891301,81,12-04-2022,14-04-2022,73,0,0,0
FAP414121301,11-04-2022,789121,25891301,71,14-04-2022,14-04-2022,67,0,1,0
FAP414201301,11-04-2022,789201,25891301,26,14-04-2022,14-04-2022,23,0,1,0
FAP414521301,11-04-2022,789521,25891301,23,14-04-2022,14-04-2022,23,1,1,1
FAP412622602,11-04-2022,789622,25891301,59,12-04-2022,12-04-2022,59,1,1,1
FAP413622301,11-04-2022,789622,25891301,63,13-04-2022,13-04-2022,63,1,1,1
FAP414220501,11-04-2022,789220,25891301,61,14-04-2022,14-04-2022,61,1,1,1
FAP413403501,11-04-2022,789403,25891301,61,13-04-2022,13-04-2022,55,0,1,0
FAP413902502,11-04-2022,789902,25891301,49,13-04-2022,13-04-2022,49,1,1,1
FAP412521102,11-04-2022,789521,25891102,329,12-04-2022,14-04-2022,329,1,0,0
FAP413521503,11-04-2022,789521,25891102,478,13-04-2022,14-04-2022,454,0,0,0
FAP413121102,11-04-2022,789121,25891102,321,13-04-2022,15-04-2022,321,1,0,0
FAP413522402,11-04-2022,789522,25891102,399,13-04-2022,13-04-2022,399,1,1,1
FAP412902502,11-04-2022,789902,25891102,401,12-04-2022,12-04-2022,401,1,1,1
FAP412503502,11-04-2022,789503,25891102,386,12-04-2022,12-04-2022,386,1,1,1
FAP414503603,11-04-2022,789503,25891102,382,14-04-2022,14-04-2022,382,1,1,1
FAP414501203,11-04-2022,789501,25891102,385,14-04-2022,14-04-2022,385,1,1,1
FAP414321501,11-04-2022,789321,25891102,343,14-04-2022,14-04-2022,326,0,1,0
FAP412220602,11-04-2022,789220,25891102,313,12-04-2022,12-04-2022,313,1,1,1
FAP413220501,11-04-2022,789220,25891102,398,13-04-2022,13-04-2022,398,1,1,1
FAP412102403,11-04-2022,789102,25891102,321,12-04-2022,12-04-2022,321,1,1,1
FAP412122102,11-04-2022,789122,25891102,481,12-04-2022,12-04-2022,433,0,1,0
FAP413122502,11-04-2022,789122,25891102,334,13-04-2022,16-04-2022,334,1,0,0
FAP414122302,11-04-2022,789122,25891102,482,14-04-2022,16-04-2022,458,0,0,0
FAP413621102,11-04-2022,789621,25891102,467,13-04-2022,13-04-2022,467,1,1,1
FAP413122502,11-04-2022,789122,25891502,130,13-04-2022,16-04-2022,130,1,0,0
FAP414622502,11-04-2022,789622,25891502,217,14-04-2022,13-04-2022,195,0,1,0
FAP414320603,11-04-2022,789320,25891502,106,14-04-2022,14-04-2022,101,0,1,0
FAP412202601,11-04-2022,789202,25891502,106,12-04-2022,12-04-2022,101,0,1,0
FAP414103502,11-04-2022,789103,25891502,168,14-04-2022,14-04-2022,168,1,1,1
FAP413603503,11-04-2022,789603,25891502,144,13-04-2022,13-04-2022,144,1,1,1
FAP412902502,11-04-2022,789902,25891502,225,12-04-2022,12-04-2022,225,1,1,1
FAP413902502,11-04-2022,789902,25891502,162,13-04-2022,13-04-2022,162,1,1,1
FAP412503502,11-04-2022,789503,25891502,114,12-04-2022,12-04-2022,114,1,1,1
FAP414422502,11-04-2022,789422,25891502,201,14-04-2022,17-04-2022,201,1,0,0
FAP413103203,11-04-2022,789103,25891203,464,13-04-2022,13-04-2022,441,0,1,0
FAP413721502,11-04-2022,789721,25891502,105,13-04-2022,12-04-2022,105,1,1,1
FAP412702502,11-04-2022,789702,25891502,239,12-04-2022,13-04-2022,215,0,0,0
FAP412303502,11-04-2022,789303,25891502,173,12-04-2022,12-04-2022,173,1,1,1
FAP414522502,11-04-2022,789522,25891502,150,14-04-2022,13-04-2022,150,1,1,1
FAP414422403,11-04-2022,789422,25891403,430,14-04-2022,14-04-2022,387,0,1,0
FAP414903403,11-04-2022,789903,25891403,342,14-04-2022,14-04-2022,342,1,1,1
FAP414420403,11-04-2022,789420,25891403,235,14-04-2022,16-04-2022,211,0,0,0
FAP413221403,11-04-2022,789221,25891403,363,13-04-2022,13-04-2022,327,0,1,0
FAP412703403,11-04-2022,789703,25891403,321,12-04-2022,13-04-2022,321,1,0,0
FAP413503403,11-04-2022,789503,25891403,430,13-04-2022,14-04-2022,430,1,0,0
FAP412102403,11-04-2022,789102,25891403,272,12-04-2022,12-04-2022,245,0,1,0
FAP412101603,11-04-2022,789101,25891403,300,12-04-2022,12-04-2022,300,1,1,1
FAP414101602,11-04-2022,789101,25891403,300,14-04-2022,14-04-2022,300,1,1,1
FAP412720403,11-04-2022,789720,25891403,435,12-04-2022,14-04-2022,435,1,0,0
FAP412521403,11-04-2022,789521,25891403,242,12-04-2022,13-04-2022,242,1,0,0
FAP413521503,11-04-2022,789521,25891403,348,13-04-2022,14-04-2022,348,1,0,0
FAP414702403,11-04-2022,789702,25891403,256,14-04-2022,14-04-2022,243,0,1,0
FAP412601403,11-04-2022,789601,25891403,498,12-04-2022,12-04-2022,448,0,1,0
FAP414103502,11-04-2022,789103,25891403,342,14-04-2022,14-04-2022,274,0,1,0
FAP412622602,11-04-2022,789622,25891503,142,12-04-2022,12-04-2022,135,0,1,0
FAP414121602,11-04-2022,789121,25891503,166,14-04-2022,17-04-2022,166,1,0,0
FAP414503603,11-04-2022,789503,25891503,124,14-04-2022,14-04-2022,124,1,1,1
FAP413521503,11-04-2022,789521,25891503,211,13-04-2022,14-04-2022,211,1,0,0
FAP412221603,11-04-2022,789221,25891503,216,12-04-2022,12-04-2022,216,1,1,1
FAP413420503,11-04-2022,789420,25891503,151,13-04-2022,13-04-2022,151,1,1,1
FAP412703503,11-04-2022,789703,25891503,197,12-04-2022,12-04-2022,197,1,1,1
FAP412603503,11-04-2022,789603,25891503,118,12-04-2022,12-04-2022,118,1,1,1
FAP413603503,11-04-2022,789603,25891503,179,13-04-2022,13-04-2022,179,1,1,1
FAP412903603,11-04-2022,789903,25891503,185,12-04-2022,12-04-2022,176,0,1,0
FAP412201503,11-04-2022,789201,25891503,130,12-04-2022,12-04-2022,130,1,1,1
FAP413501503,11-04-2022,789501,25891503,217,13-04-2022,13-04-2022,174,0,1,0
FAP414501503,11-04-2022,789501,25891503,102,14-04-2022,17-04-2022,102,1,0,0
FAP413102503,11-04-2022,789102,25891503,167,13-04-2022,13-04-2022,167,1,1,1
FAP414102503,11-04-2022,789102,25891503,219,14-04-2022,16-04-2022,219,1,0,0
FAP412320503,11-04-2022,789320,25891503,162,12-04-2022,13-04-2022,154,0,0,0
FAP414320603,11-04-2022,789320,25891503,233,14-04-2022,14-04-2022,221,0,1,0
FAP414202503,11-04-2022,789202,25891503,169,14-04-2022,14-04-2022,169,1,1,1
FAP413522503,11-04-2022,789522,25891503,139,13-04-2022,16-04-2022,139,1,0,0
FAP412402503,11-04-2022,789402,25891503,192,12-04-2022,12-04-2022,192,1,1,1
FAP413402503,11-04-2022,789402,25891503,170,13-04-2022,13-04-2022,162,0,1,0
FAP412422503,11-04-2022,789422,25891503,193,12-04-2022,11-04-2022,193,1,1,1
FAP412403603,11-04-2022,789403,25891103,475,12-04-2022,12-04-2022,475,1,1,1
FAP413403501,11-04-2022,789403,25891103,400,13-04-2022,13-04-2022,400,1,1,1
FAP412402503,11-04-2022,789402,25891103,382,12-04-2022,12-04-2022,382,1,1,1
FAP413402103,11-04-2022,789402,25891103,482,13-04-2022,14-04-2022,482,1,0,0
FAP414402601,11-04-2022,789402,25891103,415,14-04-2022,14-04-2022,415,1,1,1
FAP412220602,11-04-2022,789220,25891103,455,12-04-2022,12-04-2022,455,1,1,1
FAP414220501,11-04-2022,789220,25891103,409,14-04-2022,14-04-2022,409,1,1,1
FAP412101603,11-04-2022,789101,25891103,388,12-04-2022,12-04-2022,388,1,1,1
FAP413202601,11-04-2022,789202,25891103,482,13-04-2022,13-04-2022,386,0,1,0
FAP412321603,11-04-2022,789321,25891103,361,12-04-2022,12-04-2022,325,0,1,0
FAP413321302,11-04-2022,789321,25891103,490,13-04-2022,13-04-2022,466,0,1,0
FAP412422303,11-04-2022,789422,25891103,403,12-04-2022,14-04-2022,322,0,0,0
FAP412522601,11-04-2022,789522,25891601,105,12-04-2022,13-04-2022,95,0,0,0
FAP412202601,11-04-2022,789202,25891601,58,12-04-2022,12-04-2022,52,0,1,0
FAP413202601,11-04-2022,789202,25891601,136,13-04-2022,13-04-2022,136,1,1,1
FAP414520601,11-04-2022,789520,25891601,69,14-04-2022,14-04-2022,62,0,1,0
FAP414902601,11-04-2022,789902,25891601,146,14-04-2022,14-04-2022,146,1,1,1
FAP414402601,11-04-2022,789402,25891601,140,14-04-2022,14-04-2022,140,1,1,1
FAP414721601,11-04-2022,789721,25891601,128,14-04-2022,14-04-2022,122,0,1,0
FAP413303601,11-04-2022,789303,25891601,67,13-04-2022,13-04-2022,54,0,1,0
FAP414101601,11-04-2022,789101,25891601,125,14-04-2022,13-04-2022,125,1,1,1
FAP413320603,11-04-2022,789320,25891601,59,13-04-2022,13-04-2022,59,1,1,1
FAP413422601,11-04-2022,789422,25891601,135,13-04-2022,13-04-2022,135,1,1,1
FAP414422601,11-04-2022,789422,25891601,168,14-04-2022,16-04-2022,168,1,0,0
FAP413720601,11-04-2022,789720,25891601,64,13-04-2022,14-04-2022,64,1,0,0
FAP414720601,11-04-2022,789720,25891601,99,14-04-2022,15-04-2022,99,1,0,0
FAP412420602,11-04-2022,789420,25891602,180,12-04-2022,14-04-2022,180,1,0,0
FAP412201503,11-04-2022,789201,25891303,24,12-04-2022,12-04-2022,24,1,1,1
FAP413601303,11-04-2022,789601,25891303,48,13-04-2022,13-04-2022,46,0,1,0
FAP412703403,11-04-2022,789703,25891303,67,12-04-2022,13-04-2022,67,1,0,0
FAP412401303,11-04-2022,789401,25891303,57,12-04-2022,14-04-2022,57,1,0,0
FAP412420303,11-04-2022,789420,25891303,82,12-04-2022,13-04-2022,82,1,0,0
FAP413421303,11-04-2022,789421,25891303,38,13-04-2022,16-04-2022,36,0,0,0
FAP412622602,11-04-2022,789622,25891303,21,12-04-2022,12-04-2022,21,1,1,1
FAP414122303,11-04-2022,789122,25891303,84,14-04-2022,13-04-2022,76,0,1,0
FAP413702602,11-04-2022,789702,25891303,89,13-04-2022,14-04-2022,80,0,0,0
FAP413221403,11-04-2022,789221,25891303,46,13-04-2022,13-04-2022,46,1,1,1
FAP412503502,11-04-2022,789503,25891303,62,12-04-2022,12-04-2022,56,0,1,0
FAP414121303,11-04-2022,789121,25891303,22,14-04-2022,16-04-2022,22,1,0,0
FAP413220303,11-04-2022,789220,25891303,65,13-04-2022,12-04-2022,65,1,1,1
FAP412521303,11-04-2022,789521,25891303,22,12-04-2022,11-04-2022,22,1,1,1
FAP414521303,11-04-2022,789521,25891303,54,14-04-2022,16-04-2022,54,1,0,0
FAP412321603,11-04-2022,789321,25891601,113,12-04-2022,12-04-2022,113,1,1,1
FAP412401602,11-04-2022,789401,25891601,109,12-04-2022,12-04-2022,109,1,1,1
FAP414401601,11-04-2022,789401,25891601,139,14-04-2022,14-04-2022,139,1,1,1
FAP413203603,11-04-2022,789203,25891601,157,13-04-2022,13-04-2022,141,0,1,0
FAP414203601,11-04-2022,789203,25891601,102,14-04-2022,14-04-2022,92,0,1,0
FAP414501601,11-04-2022,789501,25891601,142,14-04-2022,13-04-2022,135,0,1,0
FAP412220602,11-04-2022,789220,25891402,413,12-04-2022,12-04-2022,413,1,1,1
FAP414220501,11-04-2022,789220,25891402,285,14-04-2022,14-04-2022,257,0,1,0
FAP413320603,11-04-2022,789320,25891402,271,13-04-2022,13-04-2022,271,1,1,1
FAP414301601,11-04-2022,789301,25891402,447,14-04-2022,14-04-2022,447,1,1,1
FAP413721501,11-04-2022,789721,25891402,451,13-04-2022,13-04-2022,451,1,1,1
FAP413422402,11-04-2022,789422,25891402,378,13-04-2022,16-04-2022,378,1,0,0
FAP414203402,11-04-2022,789203,25891402,251,14-04-2022,17-04-2022,251,1,0,0
FAP412521402,11-04-2022,789521,25891402,468,12-04-2022,12-04-2022,468,1,1,1
FAP413522402,11-04-2022,789522,25891402,247,13-04-2022,13-04-2022,247,1,1,1
FAP412101603,11-04-2022,789101,25891402,243,12-04-2022,12-04-2022,243,1,1,1
FAP413101402,11-04-2022,789101,25891402,470,13-04-2022,13-04-2022,470,1,1,1
FAP413122603,11-04-2022,789122,25891402,439,13-04-2022,14-04-2022,395,0,0,0
FAP414221402,11-04-2022,789221,25891402,362,14-04-2022,14-04-2022,362,1,1,1
FAP412622402,11-04-2022,789622,25891402,370,12-04-2022,13-04-2022,352,0,0,0
FAP412421402,11-04-2022,789421,25891402,446,12-04-2022,13-04-2022,446,1,0,0
FAP414102402,11-04-2022,789102,25891402,489,14-04-2022,14-04-2022,489,1,1,1
FAP413202601,11-04-2022,789202,25891402,413,13-04-2022,13-04-2022,372,0,1,0
FAP414202503,11-04-2022,789202,25891402,495,14-04-2022,14-04-2022,495,1,1,1
